"category","longitude","redirect_url","__CLASS__","created","contract_type","adref","latitude","location","company","id","contract_time","description","salary_is_predicted","title","country","page","salary_max","salary_min"
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","16.354031","https://www.adzuna.at/land/ad/5723065710?se=UB7oJl1p8RGdcKmg89akZw&utm_medium=api&utm_source=1f9ff16c&v=51C99864F83FB3B2936CF3CE6D21ED91CB78398E","Adzuna::API::Response::Job","2026-05-08T16:50:18Z","permanent","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMzA2NTcxMCIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.uFwPMbsiSCFIeHpn7w7fcaXw3HPlLP_IrrOUD8xm6qc","48.208144","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wien, Österreich', 'area': ['Österreich', 'Wien']}","{'display_name': 'RINGANA GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","5723065710","full_time","Zugriff verweigert Ben je in Nederland? Selecteer het juiste land om vacatures in jouw locatie te bekijken. United Kingdom Australia Österreich België Brasil Canada France Deutschland India Italia México Nederland New Zealand Polska Singapore South Africa España Schweiz United States Doorgaan Unsere Systeme haben verdächtiges Verhalten im Zusammenhang mit dieser Anfrage festgestellt. Wir haben ungewöhnliches Verhalten über Deine Verbindung festgestellt, was durch die Verwendung eines VPNs oder eines Internet-Gateways Deines Unternehmens verursacht werden kann. Melde Dich an um fortzufahren Zurück zur Startseite Kontaktiere uns , wenn Du glaubst, dass dies ein Fehler ist","0","Senior Data & Business Analyst (m/w/d)","at","1","",""
"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}","14.461113","https://www.adzuna.at/details/5656904528?utm_medium=api&utm_source=1f9ff16c","Adzuna::API::Response::Job","2026-03-07T00:29:54Z","","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUI3b0psMXA4UkdkY0ttZzg5YWtadyIsImkiOiI1NjU2OTA0NTI4In0.jfqndwP5lGFOJN7YVngQugJ8WYmY9NoYuAqM63LXV40","48.211129","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Enns, Linz-Land', 'area': ['Österreich', 'Oberösterreich', 'Linz-Land', 'Enns']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'dm drogerie markt GmbH'}","5656904528","full_time","Arbeit anders leben: Wir bei dm setzen auf Menschen, die Freude daran haben, aus Daten Werte zu schaffen und so die Zukunft der Logistik aktiv mitzugestalten. Als Teil unseres neu gegründeten Teams Supply Chain Data Analytics (SCDA) bauen Sie die analytische Grundlage für das dm-Logistiknetzwerk von morgen. Ihre Mission ist es, unsere komplexe Supply Chain – von Industriepartner:innen bis in die Märkte in 12 europäischen Ländern – durch intelligente Analysen und moderne Tools transparent und steuerbar zu machen. Sie entwickeln datengetriebene Lösungen, die schnelle und fundierte Entscheidungen ermöglichen und Prozesse nachhaltig optimieren. Aufgaben – Dafür sorgen Sie bei uns: Optimierung und Automatisierung: Sie konzipieren, entwickeln und implementieren datengetriebene Use-Cases, um Logistikprozesse zu verbessern und zu automatisieren (z. B. im Bereich Netzwerkplanung, Transport- oder Bestandsoptimierung). Analyse und Modellierung: Sie erstellen komplexe Ad-hoc-Analysen sowie prädiktive Modelle, um strategische Projekte zu unterstützen und Handlungsempfehlungen für das Management abzuleiten. Entwicklung digitaler Lösungen und Modelle: In enger Zusammenarbeit mit unserer IT-Abteilung und den Fachbereichen der Logistik gestalten Sie unseren Analytics-Toolstack (z. B. Snowflake, Posit, PowerBI) aktiv mit und entwickeln zukunftsfähige Datenmodelle. Beratung und Wissenstransfer: Als zentrale:r Ansprechpartner:in übersetzen Sie die analytischen Fragestellungen der Logistik in technische Anforderungen und Lösungen. Sie agieren als Multiplikator für konkrete Methoden und Anwendungsfälle innerhalb der internationalen dm-Logistik. Anforderungen – Das bringen Sie mit: Ausbildung und Erfahrung: Sie verfügen über ein abgeschlossenes Studium im Bereich (Wirtschafts-)Informatik, Data Science, Statistik, Wirtschaftsingenieurwesen oder vergleichbare Qualifikation mit starkem quantitativem Fokus. Darüber hinaus bringen Sie mehrjährige Erfahrung im Datenmanagement (Datenanalyse, Data Engineering o.Ä.) mit, idealerweise im Handelsumfeld mit Bezug zu Logistik bzw. Supply Chain Management. Kenntnisse und Fähigkeiten: Sehr gute Deutschkenntnisse in Wort und Schrift sowie fundierte Kenntnisse in der Programmiersprache Python sind Voraussetzung. Idealerweise bringen Sie auch Erfahrung mit Datenplattformen (z.B. Snowflake) und Visualisierungstools (z.B. PowerBI, Posit) mit. Prozessverständnis: Ihre analytische Arbeitsweise und Ihr gutes Verständnis für komplexe Zusammenhänge zeichnet Sie aus. Dadurch gelingt es Ihnen mühelos, betriebswirtschaftliche Herausforderungen in datenbasierte Modelle und Analysen zu überführen. Eigenständigkeit und Weitblick: Sie arbeiten eigenverantwortlich und strukturiert und scheuen es nicht, neue Wege zu gehen. Dabei behalten Sie den Überblick und kommunizieren effektiv zwischen den zentralen Nahtstellen – national wie international. Ihr Job-Erlebnis – Das erwartet Sie bei dm: Sicherheit: Sie erleben in dm einen krisensicheren Arbeitgeber – vom korrekten Abrechnen von Stunden bis zum pünktlichen Gehalt. Und auch, weil wir uns um Ihre Arbeitssicherheit kümmern. Wertschätzendes Miteinander – das spüren Sie, wenn sie sich wechselseitig in den Teams unterstützen. Regelmäßige Teambuildings und virtuelle Kaffeemeetings dienen dem Zusammenhalt und dem laufenden Austausch. Weiterbildung: Bei uns bilden Sie sich während der Arbeitszeit weiter. Die Kurse bezahlt dm und Sie müssen auch nichts zurückzahlen – Reisekosten inklusive. Fehlende Fähigkeiten bauen Sie in Einschulung und Trainings einfach auf. Berufsbegleitende Studien unterstützen wir gerne. Entwicklung: Bei dm steht Ihnen vieles offen, wenn Sie weiterkommen wollen. So können Sie sich zum Beispiel in der Verteilzentrum-Organisation ganz nach Ihren Zielen weiter verwirklichen. Gesundheit: Der Großteil Ihrer Arbeit findet am Bildschirm im Sitzen statt. Als Ausgleich stehen Ihnen unsere Gesundheitsbotschafter mit wertvollen Tipps zur Seite oder Sie nutzen unser Trainingsangebot im Haus. Benefits: Die Mitarbeiter:innen Rabatt-Karte macht dm Produkte und Dienstleistungen für Sie 10% günstiger. Zusätzlich bekommen Sie Rabatte bei anderen Unternehmen, vergünstigte Versicherungen, einen Essenszuschuss und viele gesundheitsfördernde Maßnahmen. Das Gehalt beträgt auf Basis unseres internen, transparenten Einkommenssystems, je nach Qualifikation und Erfahrung ab € 4.211,- brutto (Vollzeitbasis inkl. Überstundenpauschale).","0","Data-Analyst im Bereich Supply Chain Management (w/m/x)","at","1","",""
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","14.461113","https://www.adzuna.at/details/5742436871?utm_medium=api&utm_source=1f9ff16c","Adzuna::API::Response::Job","2026-05-27T20:59:52Z","","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjQzNjg3MSIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.boFyjtx5iALK601ziKdl5B3Qq5lYcVYCgYaYOtd2PTs","48.211129","{'area': ['Österreich', 'Oberösterreich', 'Linz-Land', 'Enns'], 'display_name': 'Enns, Linz-Land', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'dm drogerie markt GmbH'}","5742436871","full_time","Arbeit anders leben: Wir bei dm setzen auf Menschen, die Freude daran haben, aus Daten Werte zu schaffen und so die Zukunft der Logistik aktiv mitzugestalten. Als Teil unseres neu gegründeten Teams Supply Chain Data Analytics (SCDA) bauen Sie die analytische Grundlage für das dm-Logistiknetzwerk von morgen. Ihre Mission ist es, unsere komplexe Supply Chain – von Industriepartner:innen bis in die Märkte in 12 europäischen Ländern – durch intelligente Analysen und moderne Tools transparent und steuerbar zu machen. Sie entwickeln datengetriebene Lösungen, die schnelle und fundierte Entscheidungen ermöglichen und Prozesse nachhaltig optimieren. AUFGABEN – DAFÜR SORGEN SIE BEI UNS:","0","Data-Analyst im Bereich Supply Chain Management (w/m/x)","at","1","50532.0","50532.0"
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","16.370243","https://www.adzuna.at/details/5234740960?utm_medium=api&utm_source=1f9ff16c","Adzuna::API::Response::Job","2025-06-05T18:27:39Z","permanent","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUI3b0psMXA4UkdkY0ttZzg5YWtadyIsImkiOiI1MjM0NzQwOTYwIn0.OrMCPm4yd9Dz0DMqGfsvCcdS57uxZzfQRLogX90Ut3Y","48.208604","{'area': ['Österreich', 'Wien', 'Innere Stadt'], 'display_name': 'Innere Stadt, Wien', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'OD-OS GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","5234740960","full_time","Do you want to be a part of the development of a treatment for AMD? To achieve this, our international team works closely with physicians and clinical specialists worldwide to further improve retinal treatment with our unique Navilas® navigated laser system. Join our team and take part in saving the eyesight of patients with our innovative product. Clinical Study Data Analyst (f/m/d) Ophthalmology Your tasks: You help us carry out clinical studies with our class IIb medical devices by Continuous advancement of our clinical strategy and subsequent study design Define hypothesis and endpoints, develop study protocols and obtain ethical approval Review the data, define the data analysis and create a clear and concise data analysis presentation You drive our literature review in the team and develop manuscripts for scientific publications with our investigators, KOLs and MAB You will work closely with our clinical study team and data scientists to collect and process data of our clinical trials Your profile: Bachelor's or Master's degree in Biology, (Bio-)medicine, Ophthalmology or Optometry Experience in Ophthalmology is essential 3+ years relevant professional experience in a scientific setting You enjoy constantly drawing new conclusions Your work philosophy is marked by high quality standards You are fluent in German as well as English, both written and verbal Good knowledge in regulatory requirements in medical devices (PMS, CER, MDR) is a plus! We offer: An exciting and diversified job in a growing, innovative company with agile working teams Plenty of room for initiative and personal development Strong team spirit with flat hierarchy, which we strengthen with regular team events. Attractive conditions with 30 days vacation per year and an above-average bonus system Have we aroused your interest? Then we should get to know each other! Please send us your complete application documents including your salary expectations and your earliest possible starting date, with a reference number YF-22624 by e-mail to: Jobs@od-os.com","0","Job in Deutschland (Teltow): Clinical Study Data Analyst (f/m/d) Ophthalmology","at","1","",""
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","15.439358","https://www.adzuna.at/land/ad/5723048698?se=UB7oJl1p8RGdcKmg89akZw&utm_medium=api&utm_source=1f9ff16c&v=9C1426A861F66092FFC3C9D6652AD79CDD86E6EE","Adzuna::API::Response::Job","2026-05-08T16:40:24Z","permanent","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMzA0ODY5OCIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.hb-O4udOex2epnf7fhnd1euqwogLIKg3zMigrRNEXBc","47.070503","{'area': ['Österreich', 'Steiermark', 'Graz'], 'display_name': 'Graz, Steiermark', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'SSI Schäfer Österreich', '__CLASS__': 'Adzuna::API::Response::Company'}","5723048698","full_time","Zugriff verweigert Ben je in Nederland? Selecteer het juiste land om vacatures in jouw locatie te bekijken. United Kingdom Australia Österreich België Brasil Canada France Deutschland India Italia México Nederland New Zealand Polska Singapore South Africa España Schweiz United States Doorgaan Unsere Systeme haben verdächtiges Verhalten im Zusammenhang mit dieser Anfrage festgestellt. Wir haben ungewöhnliches Verhalten über Deine Verbindung festgestellt, was durch die Verwendung eines VPNs oder eines Internet-Gateways Deines Unternehmens verursacht werden kann. Melde Dich an um fortzufahren Zurück zur Startseite Kontaktiere uns , wenn Du glaubst, dass dies ein Fehler ist","0","Data / Business Analyst - Spare Parts (w/m/d) - Karenzvertretung","at","1","",""
"{'label': 'Immobilienstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'property-jobs'}","16.370243","https://www.adzuna.at/details/5203671546?utm_medium=api&utm_source=1f9ff16c","Adzuna::API::Response::Job","2025-05-17T18:07:27Z","permanent","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIwMzY3MTU0NiIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.nZBxA8EsrvPLPrfeVNqEZwsB0uxqeVg7upcsc1nVEMM","48.208604","{'display_name': 'Innere Stadt, Wien', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Österreich', 'Wien', 'Innere Stadt']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Stadt Mörfelden-Walldorf'}","5203671546","full_time","Mörfelden-Walldorf ist eine aufstrebende Stadt im Herzen Hessens und mit rund 35.000 Einwohner*innen die zweitgrößte Stadt im Kreis Groß-Gerau. Zum 1. August 2025 bieten wir in der Abteilung Personal und Organisation eine unbefristete Stelle als Personalcontroller / HR-Analyst (m/w/d) (HR-Data Analyst, HR-Tech Specialist o. ä.) Als Personalcontroller bzw. HR-Analyst (m/w/d) sind Sie zuständig für die Entwicklung und Umsetzung von Controlling-Instrumenten sowie den Aufbau einer Datengrundlage zur Ermittlung von HR-Kennzahlen. Wir – das derzeit zwölfköpfige Team der Abteilung Personal und Organisation – sind überzeugt, dass Vertrauen , Respekt und Engagement der Schlüssel einer guten und effektiven Zusammenarbeit sind. Wir unterstützen einander in einer positiven sowie ungezwungenen Arbeitsatmosphäre und wollen gemeinsam eine zukunftsorientierte Personalarbeit in der Stadtverwaltung gewährleisten. Sie suchen einen neuen Wirkungskreis und bringen für die gemeinsame Reise frischen Wind mit? Prima! Dann nehmen Sie mit uns Fahrt auf! Ihre Aufgaben: Entwicklung und Umsetzung von Controlling-Instrumenten Aufbau einer Datengrundlage zur Ermittlung von HR-Kennzahlen Auswertung und Analyse der ermittelten Daten Erstellung entsprechender Reports Mitwirkung an der strategischen Personalplanung Erstellung und Pflege der Personalkostenplanung Mitwirkung an der Planung sowie anschließender Überwachung des übrigen Budgets Ihre Qualifikationen: Abgeschlossenes Studium mit Schwerpunkt Personal oder Controlling oder eine vergleichbare Qualifikation Alternativ eine abgeschlossene Ausbildung und langjährige praktische Erfahrung im genannten Aufgabengebiet Sicherer Umgang mit MS Office (insbesondere Excel, z. B. Pivot-Tabellen) Hohe Zahlenaffinität und analytisches Denkvermögen Gutes Projekt- und Zeitmanagement Wertschätzende Handlungs- und Kommunikationsweise sowie Feingefühl im Umgang mit Menschen Ihre Vorteile: Sicheres, unbefristetes Arbeitsverhältnis im öffentlichen Dienst Vergütung bis Entgeltgruppe 11 TVöD (je nach Qualifikation und persönlichen Voraussetzungen zwischen 52.000 Euro und 77.000 Euro brutto jährlich); regelmäßige automatische tarifliche Entgeltanpassungen Inkl. Jahressonderzahlung, Leistungsentgelt und betrieblicher Altersvorsorge sowie Vermögenswirksame Leistungen Jubiläumsgeld bei langjähriger Beschäftigung Volle Anrechnung aller Überstunden und Zuschläge für Dienste zu besonderen Zeiten Tariflich abgesicherte 30 Tage Urlaub im Jahr; Anspruch auf Bildungsurlaub; Arbeitsbefreiung bei besonderen Fällen Gleitende Arbeitszeit für eine ausgewogene Work-Life-Balance Förderung Ihrer beruflichen Weiterentwicklung mit großzügigem Fortbildungsangebot RMV-JobTicket Premium (ohne Eigenbeteiligung, inkl. Mitnahmeregelung) Freier Eintritt ins Waldschwimmbad Mörfelden und zinsfreies Darlehen für den Kauf eines Fahrrads Vergünstigungen bei Fitnessstudio, lokalen Geschäften und privaten Versicherungen, durch Beschäftigung im öffentlichen Dienst Jährlicher Betriebsausflug, jährliches Mitarbeiterfest Bereitstellung kostenloses Mineralwasser Sie haben weitere Fragen? Wir helfen Ihnen gerne weiter: Bei Fragen zum Stelleninhalt: Manuela Gabel Abteilungsleitung Personal und Organisation 06105 938-866 Bei Fragen zum Stellenbesetzungsverfahren: Selina Gunkel Abteilung Personal und Organisation 06105 938-864 Wir haben Ihr Interesse geweckt? Dann bewerben Sie sich direkt über unser Bewerbungstool bis spätestens zum 8. Juni 2025! Das Auswahlverfahren findet voraussichtlich am 17. Juni 2025 und 18. Juni 2025 statt. Die Bearbeitungszeit beträgt ca. 2 Minuten. Wir freuen uns auf Ihre Bewerbung. Bewerbungen von Frauen sind erwünscht. www.moerfelden-walldorf.de","0","Job in Deutschland (Mörfelden-Walldorf): Personalcontroller / HR-Analyst (m/w/d) (HR-Data Analyst, HR-Tech Specialist o. ä.)","at","1","",""
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","","https://www.adzuna.at/details/5732692424?utm_medium=api&utm_source=1f9ff16c","Adzuna::API::Response::Job","2026-05-18T00:19:12Z","","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjY5MjQyNCIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.z4y3btkwGFMlYT_Hbt3UqxZLrwaRGt-h6ufhRl-xDvs","","{'display_name': 'Österreich', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Österreich']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Magna International'}","5732692424","full_time","Job descriptions may display in multiple languages based on your language selection. What we offer: At Magna, you can expect an engaging and dynamic environment where you can help to develop industry-leading automotive technologies. We invest in our employees, providing them with the support and resources they need to succeed. As a member of our global team, you can expect exciting, varied responsibilities as well as a wide range of development prospects. Because we believe that your career path should be as unique as you are. Group Summary: Magna is more than one of the world’s largest suppliers in the automotive space. We are a mobility technology company built to innovate, with a global, entrepreneurial-minded team. With 65+ years of expertise, our ecosystem of interconnected products combined with our complete vehicle expertise uniquely positions us to advance mobility in an expanded transportation landscape. Job Responsibilities: The job holder supports the corresponding Manager in all activities of the department and ensures active participation in the daily business of his/her responsibilities. Main responsibilities Work collaboratively with the Business to define and document functional and technical requirements. Adopt data modeling & data flow design best practices to develop robust & scalable solutions. User training Activate, Configure & Enhance Business Content Extractors Optimize reporting and data load performance Design and develop front-end analytics, reports and dashboards using Power BI, SAP Business Objects (BOBJ), SAP Web Intelligence (WEBI), SAP Analysis for Office, and Tableau Communicate and deploy changes in the production environment Design, develop, configure, transport, test and deploy SAP BW on HANA solutions that are robust and supportable. Design and develop complex BEx queries to meet reporting requirements Build InfoCubes, ODS/DSO, Multi-providers, Composite providers, Open ODS, Transient providers, transformations, extractors, datasources and required routines. Provide expertise and advice on solutions and designs Investigate application issues and provide timely solutions Defining technical specifications and creating software documentations according to Magna Global IT standards Control of change requests and development of technical solutions according to the Magna Global IT Standards Support and mentor divisional Analysts on data sources, SQL, ETL, report development, dashboard, and visualization Participate in software evaluations and proofs of concept Contribute to BI&A Strategy, Roadmap, and Budget development Requirements Bachelor's Degree in Business, Information Technology, Computer Science or other comparable education 10+ years of experience working on end-to-end projects developing corporate Reporting and Analytics, SAP BW/BI on HANA experience including Extraction, Modeling Query design with strong emphasis in solutions for SAP ECC SD, JIT/JIS, MM, PP, QM, MM, WM, FICO Few years of ABAP experience is really an advantage Knowledge of: SAP SLT+HANA (DaaS), SAP Business Warehouse (BW) on HANA, SAP Web Intelligence, SAP Analysis for Office Excel, SAP Business Objects (BOBJ), SAP Analytics Hub Familiarity with Tableau / Tableau Prep, SQL Server, MS Office, Lotus Notes / English and one other European language Analytical and flexible approach in the projects Independent and methodical working style Practice-oriented way of working, technical enthusiasm and goal orientation Teamwork and social skills, high internal and external service orientation, initiative, creativity, diligence and accuracy, willingness and ability to acquire new skills Salary and benefits information Salary starting from 60 000 EUR. Benefits according to the location. Awareness, Unity, Empowerment: At Magna, we believe that a diverse workforce is critical to our success. That’s why we are proud to be an equal opportunity employer. We hire on the basis of experience and qualifications, and in consideration of job requirements, regardless of, in particular, color, ancestry, religion, gender, origin, sexual orientation, age, citizenship, marital status, disability or gender identity. Magna takes the privacy of your personal information seriously. We discourage you from sending applications via email or traditional mail to comply with GDPR requirements and your local Data Privacy Law. AI-Assisted Screening Disclosure As part of our commitment to a fair, consistent, and efficient recruitment process, we may use artificial intelligence (AI) tools to assist in the initial screening of applications submitted through our Workday system. These tools help identify qualifications and experience that align with the role requirements. Please note that AI is used solely to support our recruiters. Final decisions are always made by the hiring manager and the hiring team. Importantly, no applicant data is shared externally through these AI tools. All information remains securely within our systems and is handled in accordance with our privacy and data protection policies. Under conditions defined by applicable law, you may have the right to request an explanation of how AI is used to support decision-making. If you have any questions or concerns about this process, feel free to contact our Talent Attraction team. Worker Type: Regular / Permanent Group: Magna Corporate","0","Analyst, Data Interchange and Development","at","1","",""
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","","https://www.adzuna.at/land/ad/5744378694?se=UB7oJl1p8RGdcKmg89akZw&utm_medium=api&utm_source=1f9ff16c&v=3782AB205CB0CA6B91387BA223BEA492F84A3333","Adzuna::API::Response::Job","2026-05-29T09:18:38Z","","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NDM3ODY5NCIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.APRIHz42gsuhLGNbhqD9RaTyfFMSQjcKiGUJWUosweY","","{'area': ['Österreich', 'Wien'], 'display_name': 'Wien, Österreich', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Avanade Inc.'}","5744378694","","Zugriff verweigert Ben je in Nederland? Selecteer het juiste land om vacatures in jouw locatie te bekijken. United Kingdom Australia Österreich België Brasil Canada France Deutschland India Italia México Nederland New Zealand Polska Singapore South Africa España Schweiz United States Doorgaan Unsere Systeme haben verdächtiges Verhalten im Zusammenhang mit dieser Anfrage festgestellt. Wir haben ungewöhnliches Verhalten über Deine Verbindung festgestellt, was durch die Verwendung eines VPNs oder eines Internet-Gateways Deines Unternehmens verursacht werden kann. Melde Dich an um fortzufahren Zurück zur Startseite Kontaktiere uns , wenn Du glaubst, dass dies ein Fehler ist","0","Data Engineering Consultant (w/m/x) - Austria","at","1","",""
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","","https://www.adzuna.at/land/ad/5495018365?se=UB7oJl1p8RGdcKmg89akZw&utm_medium=api&utm_source=1f9ff16c&v=5A5647203F8ED732A408B81A7389F360C04B4C9A","Adzuna::API::Response::Job","2025-11-14T03:41:00Z","","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NTAxODM2NSIsInMiOiJVQjdvSmwxcDhSR2RjS21nODlha1p3In0.ByANqYIv6RSbQkKWZDmXfERPoyigBKPwDAk5rsbRFyw","","{'display_name': 'Wien, Österreich', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Österreich', 'Wien']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Avanade Inc.'}","5495018365","","Zugriff verweigert Ben je in Nederland? Selecteer het juiste land om vacatures in jouw locatie te bekijken. United Kingdom Australia Österreich België Brasil Canada France Deutschland India Italia México Nederland New Zealand Polska Singapore South Africa España Schweiz United States Doorgaan Unsere Systeme haben verdächtiges Verhalten im Zusammenhang mit dieser Anfrage festgestellt. Wir haben ungewöhnliches Verhalten über Deine Verbindung festgestellt, was durch die Verwendung eines VPNs oder eines Internet-Gateways Deines Unternehmens verursacht werden kann. Melde Dich an um fortzufahren Zurück zur Startseite Kontaktiere uns , wenn Du glaubst, dass dies ein Fehler ist","0","Analytics Solution Architect (w/m/x) - Austria","at","1","",""
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","16.370243","https://www.adzuna.at/details/5236508533?utm_medium=api&utm_source=1f9ff16c","Adzuna::API::Response::Job","2025-06-06T18:33:24Z","permanent","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUI3b0psMXA4UkdkY0ttZzg5YWtadyIsImkiOiI1MjM2NTA4NTMzIn0.UXtGk92JYq5xncOUIXMUSMl_8sTemIQKc_buKOmLdqY","48.208604","{'area': ['Österreich', 'Wien', 'Innere Stadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innere Stadt, Wien'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mediq Deutschland GmbH'}","5236508533","full_time","Als (Junior) Data Engineer (m/w/d) übernimmst Du eine Schlüsselrolle in der Dateninfrastruktur unseres Unternehmens. Du entwickelst robuste Datenpipelines, verantwortest die Datenintegration aus verschiedenen Systemen und stellst sicher, dass qualitativ hochwertige Daten für Analysen und Entscheidungsprozesse bereitstehen. Dabei arbeitest Du eng mit unserem Data Analyst, dem Vertriebs- und IT-Team zusammen, um datengetriebene Innovationen voranzutreiben. (Junior) Data Engineer (m/w/d) | Merzig, Liederbach oder Dresden Deine Aufgaben: Datenintegration & -management: Du extrahierst, bereinigst und konsolidierst große, komplexe Datenmengen aus unterschiedlichen Quellen und sorgst für deren effiziente Verarbeitung in ETL-Prozessen Datenarchitektur & Qualitätssicherung: Du entwickelst und pflegst skalierbare Datenarchitekturen, führst automatisierte Datenqualitätsprüfungen durch und stellst eine hohe Datenverfügbarkeit sicher Business Intelligence & Reporting: Du entwickelst gemeinsam mit dem Data Analyst leistungsstarke Dashboards (z. B. mit Power BI oder Tableau) und unterstützt durch strukturierte Datenanalysen datengetriebene Entscheidungen CRM-Datenprozesse: Du optimierst Datenflüsse im CRM-Backend, gewährleistest deren Genauigkeit und stellst eine saubere Systemintegration sicher Prozessoptimierung & Insights: Du identifizierst Optimierungspotenziale in Prozessen durch qualitative und quantitative Datenanalysen und entwickelst datenbasierte Handlungsempfehlungen Projektarbeit & Schnittstellenfunktion: Du wirkst in datengetriebenen Projekten mit – von der Anforderungsaufnahme bis zur Implementierung – und fungierst als technische Ansprechperson für verschiedene Stakeholder Dein Profil: Abgeschlossenes Studium im Bereich Data Engineering, Informatik, Wirtschaftsinformatik oder vergleichbare Qualifikation Erfahrung in Datenintegration, ETL-Prozessen und im Aufbau von Datenarchitekturen Gute Erfahrung mit Power BI, Tableau oder ähnlichen BI-Tools sowie Kenntnisse in SQL, Python oder ähnlichen Anwendungen Erfahrung im Umgang mit CRM-Systemen und deren Datenstrukturen Analytisches Denken, strukturierte Arbeitsweise sowie eine ausgeprägte Hands-on-Mentalität Teamfähigkeit und Kommunikationsstärke im Umgang mit technischen und nicht-technischen Stakeholdern Fließende Deutschkenntnisse sowie verhandlungssichere Englischkenntnisse Wir bieten Dir: Unbefristete Festanstellung in einem zukunftsorientierten Unternehmen 30 Tage Urlaub Option zu Workation Flexible Arbeitszeiten und die Möglichkeit zu hybridem Arbeiten Mitarbeiterrabatte, wie z. B. Jobrad und betriebliches Gesundheitsmanagement Attraktive, leistungsorientierte Vergütung, einschließlich Weihnachtsgratifikation Möchtest Du mehr wissen? Wir erzählen Dir gerne mehr über die Position! Nathalie Schmidt HR-Recruiting nathalie.schmidt@mediq.com","0","Job in Deutschland (Merzig): (Junior) Data Engineer (m/w/d) | Merzig, Liederbach oder Dresden","at","1","",""
